Dấu thời gian,Bạn thuộc nhóm độ tuổi nào sau đây?,Giới tính của bạn là gì?,Hiện bạn đang sinh sống làm việc/học tập tại khu vực nào?,Bạn thường nghe dòng nhạc gì?,Bạn đã biết gì về công ty SpaceSpeakers?,Bạn từng xem/nghe và cảm thấy ấn tượng nhất với sản phẩm nào do công ty SpaceSpeakers phát hành? Vì sao?,Bạn biết đến SSLabel qua phương tiện nào?,"Ngoài những sản phẩm âm nhạc, bạn còn biết đến những sản phẩm nào khác của SpaceSpeakers?",Bạn đã từng biết đến hoặc tham gia sự kiện/chương trình nào có sự góp mặt của SpaceSpeaker?,Bạn quan tâm đến nghệ sĩ nào đang trực thuộc SSLabel?,"Là một người hâm mộ, bạn có theo dõi và mong chờ những sản phẩm tiếp theo của nghệ sĩ đó không?","Nếu có, bạn mong chờ sản phẩm đó như thế nào? (Ví dụ: thể loại nhạc, nội dung MV, phong cách mới, v.v... )",Bạn đã từng trải nghiệm các loại hình xuất bản âm nhạc dưới dạng vật lý nào?,"Theo sở thích cá nhân, bạn sẽ lựa chọn định dạng xuất bản nào?",Vì sao bạn lựa chọn định dạng đó?,"Nếu nghệ sĩ mà bạn thần tượng xuất bản album mới theo các định dạng vật lý, bạn có sẵn sàng mua không?",Yếu tố ảnh hưởng: [chất lượng âm thanh] ,Yếu tố ảnh hưởng: [Giá trị sưu tầm],yếu tố ảnh hưởng: [Ủng hộ nghệ sĩ yêu thích],"Yếu tố ảnh hưởng: [Thiết kế, hình thức sản phẩm]","Bạn cảm thấy thế nào nếu SpaceSpeakers phát hành thêm album dưới dạng đĩa than, đĩa CD hoặc băng cassette?","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Có chữ ký của nghệ sĩ]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Có quà tặng kèm( poster, stickers, photobook,etc.)]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Thiết kế bìa đẹp, độc đáo, bắt mắt]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Giá thành rẻ, dễ tiếp cận]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Mã QR đi kèm video hậu trường/ behind the scenes]","Nếu SpaceSpeakers xuất bản album vật lý bản giới hạn, bạn nghĩ số lượng bao nhiêu sẽ tạo cảm giác ""đáng sưu tầm""?",Bạn sẵn lòng bỏ ra bao nhiêu tiền cho một sản phẩm?
25/05/2025 10:52:55,Dưới 18 tuổi,Nữ,Miền Bắc,Ballad,"sản xuất, phát hành các sản phẩm âm nhạc",khong biet,"Mạng xã hội( facebook, instagram, twitter,... )","Các concert và event, Các sản phẩm hợp tác với các brand khác","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,khong biet,Đĩa CD,Đĩa CD,dễ,Chưa chắc chắn,1,3,2,3,Khá tò mò - sẽ cân nhắc,3,3,3,5,2,Dưới 100 bản,100k
25/05/2025 10:52:59,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",1 công ty quá ok :)),,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,,Đĩa CD,Đĩa CD,vì cá nhân tôi xài đĩa cd tiện hơn,Rất sẵn lòng,3,3,3,3,Rất thú vị - sẽ mua ngay,4,4,4,4,4,500 đến 1000 bản,1 triệu đến 2 triệu
25/05/2025 10:56:54,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Pop, R&B, Rap",Có các nghệ sĩ như soobin rhymastic …. ,"The playah, nó khá ấn tượng với sự trở lại của soobin","Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,,Đĩa CD,Băng cassette,Nó khá lạ và hay,Rất sẵn lòng,1,1,2,2,Khá tò mò - sẽ cân nhắc,5,4,4,5,3,100 đến 500 bản,500k đến 1 triệu
25/05/2025 10:57:03,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",biết đây là công ty sản xuất sản phẩm âm nhạc,Nắng lên,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, School Fest 2023, SOHO FEST, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, TINLE, JustaTee",Có,làm phim về các nghệ sĩ công ty,"Đĩa than( vinyl), Đĩa CD, Băng cassette",Đĩa than,độc lạ mới mẻ,Rất sẵn lòng,1,1,1,1,Rất thú vị - sẽ mua ngay,3,3,3,3,3,500 đến 1000 bản,500k đến 1 triệu
25/05/2025 11:00:44,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop",Là 1 cty thu và phát hành nhạc,Cũng có vì nghe cũng khá cuốn,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","5AM Music Event, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, JustaTee",Có,Mang phong cách mới hơn,Đĩa CD,Đĩa CD,Vì ai ở vn cx dùng cd hết:),Chưa chắc chắn,3,3,3,2,Không cần thiết - nghe online là đủ,5,5,3,4,2,Dưới 100 bản,500k đến 1 triệu
25/05/2025 11:03:25,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Ballad,"Là 1 công ty giải trí nổi tiếng tại Việt Nam hoạt động trong lĩnh vực nghệ thuật với các sản phẩm nổi bật, tạo nên được dấu ấn riêng","Ấn tượng với các sản phẩm âm nhạc do công tuy phát hành. Vì chúng mang phong cách hiện đại, bắt tai cùng với sự đầu tư kĩ lưỡng về mặt hình ảnh 1 cách chỉn chu nên đã tạo được ấn tượng đặc biệt đối với giới trẻ ","Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Binz, JustaTee",Có,Mong chờ những sản phẩm mới thể hiện được những bản sắc và nét đẹp của dân tộc Việt Nam,Đĩa CD,Đĩa CD,Bởi vì nó khá tiện trong việc sử dụng ,Có thể mua thử,1,3,1,2,Khá tò mò - sẽ cân nhắc,5,5,5,5,5,Dưới 100 bản,Trên 2 triệu
25/05/2025 11:08:48,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",kbiet,,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Binz",Có,k biet,Đĩa than( vinyl),Đĩa than,đẹp,Chưa chắc chắn,1,2,2,1,Khá tò mò - sẽ cân nhắc,3,4,5,5,4,500 đến 1000 bản,500k đến 1 triệu
25/05/2025 11:10:21,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Ballad,Công ti âm nhạc,F,"Mạng xã hội( facebook, instagram, twitter,... )","Merchandise( quần áo, phụ kiện, etc.)",Anh trai vượt ngàn chông gai,Binz,Có,Mv,Băng cassette,Băng cassette,Nice,Không mua,3,3,3,3,Khá tò mò - sẽ cân nhắc,5,5,5,5,2,100 đến 500 bản,500k đến 1 triệu
25/05/2025 11:17:36,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, ",Các sản phẩm âm nhạc,,"Mạng xã hội( facebook, instagram, twitter,... )",Các sản phẩm hợp tác với các brand khác,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Binz",Có,Phong cách boy phố,Đĩa CD,Băng cassette,Thích,Có thể mua thử,1,3,3,1,Rất thú vị - sẽ mua ngay,3,4,4,5,5,500 đến 1000 bản,500k đến 1 triệu
25/05/2025 11:17:59,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, ",Công ty rất to,Dancing in the dark,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,MV mới của Soobin,Đĩa than( vinyl),Đĩa CD,hay,Rất sẵn lòng,2,1,1,2,Khá tò mò - sẽ cân nhắc,4,3,2,4,3,100 đến 500 bản,Trên 2 triệu
25/05/2025 11:25:23,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Ballad,mới gần đây,thú vị,"Mạng xã hội( facebook, instagram, twitter,... )","Merchandise( quần áo, phụ kiện, etc.)",Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,sao cx đc,Đĩa CD,Đĩa CD,dễ dùng,Có thể mua thử,1,2,1,2,Khá tò mò - sẽ cân nhắc,4,3,3,3,3,Dưới 100 bản,500k đến 1 triệu
25/05/2025 11:28:09,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Pop, Ballad",Là công ty ca nhạc ,Tôi đữ xem và ấn tượng hết các sản phẩm,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số, ","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, School Fest 2023, KOSMIK, 5AM Music Event, ALL-ROUNDER, SOHO FEST, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, TINLE, JustaTee",Có,Chỉ cần có sản phẩm tôi sẽ ủng hộ,"Đĩa than( vinyl), Đĩa CD, Băng cassette",Đĩa than,Vì có thể trưng bày và sưu tầm,Rất sẵn lòng,3,3,3,3,Rất thú vị - sẽ mua ngay,4,4,4,4,4,Dưới 100 bản,Trên 2 triệu
25/05/2025 11:32:24,Trên 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B, Nhạc dân tộc vẫn nghe. Trừ nhạc piano cổ điển buồn ngủ gần chớt","Là 1 công ty giải trí của Việt Nam thành lập khoảng hơn 10 năm. Các sản phẩm mấy năm gần đây rất thành công nhất là việc đưa dòng nhạc hip hop trở lại , ca sĩ, nhạc sĩ mình biết tới là Touliver,  Binz và Sobin",,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, Binz",Có,"Câu từ ca khúc không vô nghĩa, ngớ ngẩn như mấy rapper gần đây mình nghe ","Đĩa CD, Nhạc số",Đĩa CD,Mình hay nghe nhạc trên xe ,Rất sẵn lòng,2,1,2,1,Rất thú vị - sẽ mua ngay,4,3,4,3,3,100 đến 500 bản,Tuỳ vào chất lượng sản phẩm. Nhưng với học sinh sinh viên thì giá 500k đến 1tr sẽ dễ tiếp cận hơn
25/05/2025 11:32:57,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Ballad,chưa biết,chưa có,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,Anh trai vượt ngàn chông gai,"Soobin Hoàng Sơn, JustaTee",Có,MV,Băng cassette,Băng cassette,vì tiện,Chưa chắc chắn,2,3,3,3,Khá tò mò - sẽ cân nhắc,3,3,3,3,3,Dưới 100 bản,500k đến 1 triệu
25/05/2025 11:41:24,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B","SpaceSpeakers là công ty giải trí do Touliver sáng lập, chuyên về sản xuất âm nhạc, quản lý nghệ sĩ, quy tụ các nghệ sĩ như Binz, SOOBIN, Rhymastic… ","Sản phẩm ấn tượng nhất mà mình từng nghe từ SpaceSpeakers là bài “Everyday"" vì nó là sự kết hợp của các thành viên trong nhóm và giai điệu rất bắt tai.","Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Các sản phẩm hợp tác với các brand khác","Anh trai vượt ngàn chông gai, ALL-ROUNDER, Rap Việt","Soobin Hoàng Sơn, Touliver, JustaTee",Có,"Mình mong sản phẩm có thể là Hip hop pha R&B. MV thể hiện một phong cách mới mẻ, đậm chất cá nhân của từng nghệ sĩ, nhưng vẫn giữ được tinh thần chung của nhóm.",Đĩa CD,Đĩa CD,"Vì mình sẽ có được cảm giác cầm trực tiếp sản phẩm vật lý, ngoài ra nó không quá khó để tìm được đầu nghe.",Có thể mua thử,1,3,1,1,Khá tò mò - sẽ cân nhắc,4,5,5,4,3,100 đến 500 bản,500k đến 1 triệu
25/05/2025 11:45:57,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Pop,những ca sĩ hàng đầu VN,Tất cả t fan SS,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,Beck' Stage,"Soobin Hoàng Sơn, Touliver, Rhymastic, Binz",Có,Nhạc chất,Đĩa CD,Đĩa CD,đơn giản t thích CD,Có thể mua thử,3,2,3,2,Khá tò mò - sẽ cân nhắc,4,5,5,3,4,100 đến 500 bản,500k đến 1 triệu
25/05/2025 11:46:18,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad",hay,,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,thể loại nhạc,"Đĩa CD, Băng cassette",Băng cassette,thích,Có thể mua thử,1,1,1,1,Khá tò mò - sẽ cân nhắc,3,3,3,3,3,Dưới 100 bản,500k đến 1 triệu
25/05/2025 12:01:43,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Indie,Có những nghệ sĩ giàu kinh nghiệm ,Cho mình em,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Các sản phẩm hợp tác với các brand khác","Anh trai vượt ngàn chông gai, 5AM Music Event, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV",Có,1 dòng nhạc cũ nhưng mới,Đĩa CD,Đĩa CD,Thích ,Rất sẵn lòng,1,2,2,2,Khá tò mò - sẽ cân nhắc,4,4,5,3,3,100 đến 500 bản,500k đến 1 triệu
25/05/2025 12:05:46,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, ",Âm nhạc ,Hay ,"Mạng xã hội( facebook, instagram, twitter,... )","Merchandise( quần áo, phụ kiện, etc.)",School Fest 2023,Soobin Hoàng Sơn,Có,Nội dung mv,Đĩa CD,Đĩa CD,Hay,Rất sẵn lòng,2,2,3,2,Khá tò mò - sẽ cân nhắc,1,2,3,4,1,100 đến 500 bản,500k đến 1 triệu
25/05/2025 12:21:52,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Pop,rap viet,,"Mạng xã hội( facebook, instagram, twitter,... )","Merchandise( quần áo, phụ kiện, etc.)","Anh trai vượt ngàn chông gai, School Fest 2023, KOSMIK","Soobin Hoàng Sơn, Rhymastic, JustaTee",Có,ko co,Đĩa than( vinyl),Đĩa than,hay,Rất sẵn lòng,3,3,3,3,Rất thú vị - sẽ mua ngay,4,4,4,4,4,Dưới 100 bản,500k đến 1 triệu
25/05/2025 12:21:55,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Hip- hop,Công ty có nhiều talent tài năng,Phía sau 1 cô gái - vì âm nhạc chạm đến trái tim,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số",Các concert và event,Rap Việt,"Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, TINLE, JustaTee",Có,Sản phẩm phong cách hiphop đường phố,Đĩa CD,Đĩa CD,Tiện lợi,Rất sẵn lòng,3,3,3,2,Khá tò mò - sẽ cân nhắc,4,4,2,5,5,500 đến 1000 bản,500k đến 1 triệu
25/05/2025 12:24:46,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Pop, Ballad",tổ đội nhạc rap,không nhớ,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Anh trai vượt ngàn chông gai,"Soobin Hoàng Sơn, Touliver, Rhymastic, Binz",Có,mong chờ nhạc ballad tiếp theo,Đĩa than( vinyl),Đĩa than,old school ,Rất sẵn lòng,2,2,2,1,Rất thú vị - sẽ mua ngay,3,3,2,2,2,Dưới 100 bản,500k đến 1 triệu
25/05/2025 12:27:15,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Pop,Biết lâu rồi,They Said vì nghe rất đã tai,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số",Các concert và event,Anh trai vượt ngàn chông gai,"Soobin Hoàng Sơn, Rhymastic, JustaTee",Có,Phong cách văn hoá Việt,"Đĩa than( vinyl), Băng cassette",Đĩa CD,Nhà có đầu đọc đĩa CD,Có thể mua thử,1,1,1,2,Khá tò mò - sẽ cân nhắc,1,2,2,2,3,500 đến 1000 bản,500k đến 1 triệu
25/05/2025 12:50:57,Dưới 18 tuổi,Nam,Miền Bắc,Hip- hop,là một công ty giải trí ,bài nào cũng hay và để lại nhiều ấn tượng. vì tôi thích nghe nhạc ,"Mạng xã hội( facebook, instagram, twitter,... )","Merchandise( quần áo, phụ kiện, etc.)",Beck' Stage,Touliver,Có,không cần nhiều chỉ cần ra nhạc,Đĩa CD,Băng cassette,vì tôi thích,Có thể mua thử,2,3,2,2,Khá tò mò - sẽ cân nhắc,3,3,3,2,3,100 đến 500 bản,500k đến 1 triệu
25/05/2025 12:59:25,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Hip- hop,Giàu,Bigcity boi,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,Không ,Đĩa CD,Đĩa than,Nghe cho vintage,Có thể mua thử,3,3,3,3,Khá tò mò - sẽ cân nhắc,4,4,4,4,4,Dưới 100 bản,500k đến 1 triệu
25/05/2025 13:21:56,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Ballad","Touliver (người sáng lập, nhạc sĩ, nhà sản xuất)
SOOBIN (ca sĩ, nhạc sĩ, nhà sản xuất)
JustaTee (ca sĩ, nhạc sĩ, nhà sản xuất)
Rhymastic (rapper, ca sĩ, nhạc sĩ, nhà sản xuất)
Binz (rapper, ca sĩ, nhạc sĩ)",Bigcityboy,"Mạng xã hội( facebook, instagram, twitter,... )",Content trên các nền tảng số,Rap Việt,"Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,"SpaceSpeakers luôn mạnh về phối khí hiện đại, kết hợp nhiều thể loại (hip hop, R&B, electronic...). Mình mong lần tới họ sẽ đẩy xa hơn, chẳng hạn thử sức với ambient, synthwave hoặc future bass, nhưng vẫn giữ được tính đại chúng",Đĩa CD,Đĩa CD,"Nghe bằng CD: sắc nét, tiện lợi, trung thực.",Có thể mua thử,1,2,2,2,Khá tò mò - sẽ cân nhắc,2,3,2,3,2,Dưới 100 bản,1 triệu đến 2 triệu
25/05/2025 13:31:19,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad",có,all,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Các sản phẩm hợp tác với các brand khác","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,kbt,k,Đĩa CD,tiện,Không mua,3,3,3,3,Không cần thiết - nghe online là đủ,4,3,1,1,1,Dưới 100 bản,500k đến 1 triệu
25/05/2025 13:31:34,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad, R&B",hình như công ty này có Rhymastic Binz Touliver….,nhiều lắm nma chủ yếu của Binz á,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Binz",Có,chắc là MV mới ạ,Đĩa CD,Đĩa CD,dễ có khả năng mua máy nghe đĩa CD nhất ToT,Rất sẵn lòng,2,1,1,2,Không cần thiết - nghe online là đủ,4,3,3,4,1,Dưới 100 bản,500k đến 1 triệu
25/05/2025 13:39:16,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, Vinahouse, House Lak, Vbass",là 1 nhóm nhạc nổi tiếng tại Việt Nam,"Freaky Squad, Nhanh lên nhé","Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số, mình fan Binz,Touliver, Jus","Các concert và event, Content trên các nền tảng số","Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,Kh còn gì để chê,Đĩa CD,Đĩa CD,mang lại cảm giác vui,Có thể mua thử,1,1,1,1,Rất thú vị - sẽ mua ngay,1,1,2,2,3,Dưới 100 bản,500k đến 1 triệu
25/05/2025 15:27:06,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,Ballad,"có soobin, rym, binz, tee",,Qua các sản phẩm trên các nền tảng giải trí số,Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt, Beck' Stage",Soobin Hoàng Sơn,Có,mới mẻ,Đĩa CD,Đĩa CD,không biết,Có thể mua thử,3,2,3,2,Rất thú vị - sẽ mua ngay,5,5,5,5,5,500 đến 1000 bản,1 triệu đến 2 triệu
25/05/2025 17:15:21,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Pop, Ballad",SS có Soobin,Trống cơm bởi nó hay,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event","Anh trai vượt ngàn chông gai, ALL-ROUNDER","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV",Có,Ra nhiều bài hát hay,"Đĩa CD, Băng cassette",Đĩa than,Chất lượng âm thanh tốt,Rất sẵn lòng,1,2,2,3,Rất thú vị - sẽ mua ngay,4,4,3,5,2,100 đến 500 bản,1 triệu đến 2 triệu
25/05/2025 17:29:21,Dưới 18 tuổi,Nữ,Miền Bắc,R&B,Công ty giày,Mv free,Quảng cáo,"Merchandise( quần áo, phụ kiện, etc.)",School Fest 2023,Touliver,Không,Vintage,Băng cassette,Đĩa CD,Vì tốt,Rất sẵn lòng,3,3,3,3,Lạc hậu - không còn phù hợp,5,5,5,5,5,100 đến 500 bản,Trên 2 triệu
25/05/2025 18:07:46,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B, Indie","Có ca sĩ, nhạc sĩ và rapper nổi tiếng như Soobin Hoàng Sơn, Binz, Rhymastic, Kiên Ứng, Justatee, Touliver",Chắc là bài “Em không thể” của Tiên Tiên x Touliver là sản phẩm mình cảm thấy ấn tượng nhất bởi điệu nhạc và lời hát của ca sĩ khiến mình cảm thấy cuốn hút khi nghe,Qua các sản phẩm trên các nền tảng giải trí số,"Các concert và event, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, KOSMIK, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Có,Vẫn là thể loại nhạc Pop và R&B mà công ty vẫn thường ra mắt thoi,"Đĩa than( vinyl), Đĩa CD",Đĩa than,Cảm giác cổ điển nên mình thích đĩa than hơn ,Rất sẵn lòng,1,2,3,2,Khá tò mò - sẽ cân nhắc,3,5,5,4,3,100 đến 500 bản,500k đến 1 triệu
25/05/2025 18:25:24,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",Chuyên về âm nhạc,Ngày mai em đi,Qua các sản phẩm trên các nền tảng giải trí số,"Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, KOSMIK, ALL-ROUNDER, Rap Việt, Beck' Stage",Rhymastic,Có,Beef,"Đĩa than( vinyl), Đĩa CD, Băng cassette",Đĩa than,Thích,Rất sẵn lòng,3,3,3,3,Rất thú vị - sẽ mua ngay,4,4,4,4,4,100 đến 500 bản,1 triệu đến 2 triệu
25/05/2025 19:29:31,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad","Được thành lập bởi Touliver, hiện tại có các nghệ sĩ trực thuộc khác như 16 Typh, Soobin Hoàng Sơn, JustaTee....","sản phẩm Trống cơm, vì vừa có tính dân tộc vừa phù hợp giới trẻ","Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Các sản phẩm hợp tác với các brand khác","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Touliver, JustaTee",Có,tôi mong các sản phẩm mới sẽ mang đậm hơn màu sắc cá nhân của từng nghệ sĩ và thể hiện được tài năng của nghệ sĩ nhiều hơn,Đĩa CD,Đĩa CD,"tiện lợi, dễ tìm kiếm",Rất sẵn lòng,3,3,3,3,Khá tò mò - sẽ cân nhắc,5,4,4,5,5,100 đến 500 bản,1 triệu đến 2 triệu
25/05/2025 19:50:25,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad, R&B",Mình biết trên internet nhưng không biết rõ lắm,Mình chưa thấy ấn tượng mạnh ạ,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Rap Việt,"Soobin Hoàng Sơn, Rhymastic, JustaTee",Không,Nhiều nhạc R&B hơn tại mình thích thể loại nhạc này,Chưa bao giờ ạ,Đĩa than,Tại thích vừa nghe nhạc vừa xem đĩa than quay ạ,Có thể mua thử,2,1,1,2,Khá tò mò - sẽ cân nhắc,5,1,5,3,3,Dưới 100 bản,Trên 2 triệu
25/05/2025 19:55:00,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad, R&B, Dream pop, Indie","Tập hợp các rapper, ca, nghệ sĩ",Hit me up của Binz và Tháng năm của Soobin ,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Rap Việt,"Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,Mong chờ nhạc dream pop mặc dù không giống phong cách của họ theo đuổi lắm,Băng cassette,Băng cassette,Trông nhỏ gọn mà thẩm mỹ cao ,Có thể mua thử,1,2,2,3,Không cần thiết - nghe online là đủ,5,3,4,1,1,Dưới 100 bản,1 triệu đến 2 triệu
